npc_id,sprite_label,map_location_label,npc_type,flag_condition,sprite,x_tile,y_tile,x_pixel_abs,y_pixel_abs
569,sign_don't-enter,Threed,object,always,228,176,270,5632,8656
570,sign_bus-stop,Threed,object,always,202,170,280,5456,8984
571,mailbox,Threed,object,always,227,191,293,6136,9392
572,lamppost,Threed,object,always,201,178,271,5712,8688
573,lamppost,Threed,object,always,201,168,272,5400,8728
574,lamppost,Threed,object,always,201,165,278,5304,8912
575,lamppost,Threed,object,always,201,180,279,5784,8944
576,lamppost,Threed,object,always,201,187,273,5992,8744
577,lamppost,Threed,object,always,201,192,287,6152,9184
578,lamppost,Threed,object,always,201,166,293,5336,9384
579,lamppost,Threed,object,always,201,182,291,5824,9328
580,sign_bus-stop,Threed,object,always,202,172,282,5528,9032
581,bench,Threed,object,always,198,171,282,5496,9032
582,trashcan,Threed,object,FLY_HONEY_TRASH_CAN_VISIBLE,214,169,300,5408,9608
583,hotel_sign,Threed,object,always,442,171,280,5496,8976
584,bus,Threed,object,MASTER_BELCH_DEFEATED,205,181,281,5792,9016
585,monster_ghost,Transitions_Threed-to-Dusty-Dunes,person,~MASTER_BELCH_DEFEATED,305,148,318,4736,10176
586,monster_ghost,Transitions_Threed-to-Dusty-Dunes,person,~MASTER_BELCH_DEFEATED,305,152,319,4864,10216
587,monster_ghost,Transitions_Threed-to-Dusty-Dunes,person,~MASTER_BELCH_DEFEATED,305,157,318,5048,10176
588,monster_ghost,Transitions_Threed-to-Dusty-Dunes,person,~MASTER_BELCH_DEFEATED,305,159,319,5096,10216
589,monster_ghost,Transitions_Threed-to-Dusty-Dunes,person,~MASTER_BELCH_DEFEATED,305,164,318,5264,10176
590,monster_little-pile,Threed_Under Graveyard_1F_B1F_Stairs_B2F_Stairs_Boss-Room,person,~MINI_BARF_DEFEATED,315,126,177,4048,5672
591,tony_bed,Winters_Snow Wood_1F_2F_Jeff-and-Tony's-Room,person,~TONY_JOINS,183,225,59,7208,1888
592,jeff_bed,Winters_Snow Wood_1F_2F_Jeff-and-Tony's-Room,person,~JEFF_STARTS_HIS_JOURNEY,15,226,58,7232,1864
593,junk-pile,Winters_Snow Wood_1F_2F_Jeff-and-Tony's-Room,object,always,414,229,59,7328,1888
594,maxwell-labs,Winters_Snow Wood_1F_Maxwell's-Room,person,always,69,243,50,7784,1608
595,entertainers-shack-door,Winters_Snow Wood_1F_Locker-Room,object,always,381,227,49,7281,1591
596,entertainers-shack-door,Winters_Snow Wood_1F_Locker-Room,object,always,381,226,50,7240,1600
597,entertainers-shack-door,Winters_Snow Wood_1F_Locker-Room,object,always,381,227,50,7279,1628
598,entertainers-shack-door,Winters_Snow Wood_1F_Locker-Room,object,always,381,226,50,7249,1631
599,entertainers-shack-door,Winters_Snow Wood_1F_Locker-Room,object,always,381,225,51,7200,1632
600,man_blonde_black-suit,Winters_Snow Wood_1F_2F,person,always,61,248,97,7952,3104
601,man_blonde_blue-oxford,Winters_Snow Wood_1F_2F,person,always,112,249,96,7984,3096
602,man_redhead_green-oxford,Winters_Snow Wood_1F_2F,person,always,113,250,97,8008,3120
603,man_blonde_blue-blazer,Winters_Snow Wood_1F_2F,person,always,70,249,97,7976,3128
604,man_blonde_i-love-ny-shirt,Winters_Snow Wood_1F_2F_Present-Room,person,always,114,241,59,7720,1904
605,man_orange-hair_sunglasses,Winters_Snow Wood_1F_2F_Present-Room,person,always,117,244,57,7813,1848
606,man_glasses_orange-cardigan,Winters_Drug Store_1F,person,always,64,237,78,7584,2504
607,woman_blonde_red-dress,Winters_Drug Store_1F,person,always,68,235,78,7520,2504
608,lookalike_pigpen,Winters_Drug Store_1F,person,always,115,233,79,7472,2552
609,bubble-monkey,Winters_Drug Store_1F,person,~BUBBLE_MONKEY_JOINS,46,237,79,7608,2528
610,phone_black,Winters_Drug Store_1F,person,always,215,236,78,7560,2504
611,atm-machine,Winters_Drug Store_1F,object,always,259,234,79,7512,2544
612,tessie-watcher,Winters_Tents_South-1_1F,person,always,83,225,54,7224,1736
613,tessie-watcher,Winters_Tents_South-3_1F,person,always,83,226,62,7240,2000
614,phone_black,Winters_Tents_South-3_1F,person,always,215,225,61,7216,1976
615,dr-andonuts,Winters_Andonuts Lab_1F,person,~ANDONUTS_AT_LAB_ABSENT,162,249,90,7984,2896
616,monster_mouse,Winters_Andonuts Lab_1F,person,APPLE_MOUSE_AT_WINTERS_LAB,281,253,90,8096,2904
617,monkey-girl,Winters_Andonuts Lab_1F,person,MONKEYS_AT_WINTERS_LAB,160,244,91,7832,2920
618,bubble-monkey,Winters_Andonuts Lab_1F,person,MONKEYS_AT_WINTERS_LAB,46,245,91,7868,2925
619,monster_cave-boy,Winters_Andonuts Lab_1F,person,JEFF_JOINS,329,251,89,8048,2848
620,phone_black,Winters_Andonuts Lab_1F,person,always,215,250,90,8024,2888
621,manhole,Winters_Andonuts Lab_1F,object,~SKY_RUNNER_AT_WINTERS_LAB,230,244,89,7824,2864
622,rejuvenator,Winters_Andonuts Lab_1F,object,always,429,250,88,8000,2832
623,sky-runner,Winters_Andonuts Lab_1F,object,~SKY_RUNNER_AT_WINTERS_LAB,209,244,89,7824,2864
624,man_redhead_green-oxford,Winters_Tents_North_1F,person,~GIYGAS_DEFEATED,113,130,186,4168,5960
625,man_blonde_blue-blazer,Winters_Tents_North_1F,person,~GIYGAS_DEFEATED,70,129,186,4132,5973
626,maxwell-labs,Onett,person,CAPTIVES_AT_STONEHENGE,69,14,75,472,2408
627,tessie-watcher,Winters,person,always,83,12,106,400,3408
628,tessie-watcher,Winters,person,always,83,9,106,304,3392
629,tessie-watcher,Winters,person,~CAPTIVES_AT_STONEHENGE,83,15,106,480,3408
630,bubble-monkey,Winters,person,BUBBLE_MONKEY_AT_LAKE_TESS,46,20,107,664,3448
631,brickroad,Winters,person,BRICK_ROAD_OUTSIDE_DUNGEON,161,22,147,712,4704
632,monkey-girl,Winters,person,BUBBLE_MONKEY_IN_PARTY,160,13,134,432,4304
633,prettyman,Winters,person,~STARMAN_DX_DEFEATED,59,8,142,272,4568
634,tony_prone,Onett,person,TONY_AT_BOARDING_SCHOOL_GATE,357,15,71,492,2280
635,tessie-watcher,Winters,person,always,83,19,104,624,3336
636,tessie-watcher,Winters,person,always,83,23,104,760,3344
637,monkey-girl,Onett,person,BUBBLE_MONKEYS_WIFE_AT_WINTERS,160,17,72,552,2304
638,maxwell-labs,Onett,person,GIYGAS_DEFEATED,69,15,72,482,2317
639,tony,Onett,person,GIYGAS_DEFEATED,182,16,72,522,2311
640,entertainers-shack-door,Winters,person,always,381,10,136,344,4360
641,entertainers-shack-door,Winters,person,always,381,18,107,592,3432
642,animation_tessie-water_fill-layer,Winters,object,LAKE_TESS_WIND_BLOWING,371,19,109,626,3506
643,animation_tessie-water_fill-layer,Winters,object,LAKE_TESS_WIND_BLOWING,371,21,110,679,3530
644,animation_tessie-water_fill-layer,Winters,object,LAKE_TESS_WIND_BLOWING,371,21,111,687,3572
645,pencil-statue,Winters,object,~WINTERS_PENCIL_ERASED,265,26,148,848,4736
646,sign_small,Winters,object,always,213,25,145,808,4664
647,rainy-pond-waterdrop,Winters,object,always,222,9,118,311,3799
648,rainy-pond-waterdrop,Winters,object,always,222,11,118,352,3803
649,rainy-pond-waterdrop,Winters,object,always,222,9,119,296,3832
650,rainy-pond-waterdrop,Winters,object,always,222,10,119,326,3826
651,rainy-pond-waterdrop,Winters,object,always,222,11,120,352,3840
652,rainy-pond-waterdrop,Winters,object,always,222,9,120,303,3851
653,rainy-pond-waterdrop,Winters,object,always,222,10,120,336,3856
654,animation_tessie-water_fill-layer,Winters,object,LAKE_TESS_WIND_BLOWING,371,19,111,616,3572
655,animation_tessie-water_top,Winters,object,LAKE_TESS_WIND_BLOWING,368,17,108,549,3483
656,animation_tessie-water_bottom,Winters,object,LAKE_TESS_WIND_BLOWING,369,17,110,547,3523
657,apple-kid,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,176,244,190,7821,6085
658,apple-kid,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,176,245,191,7868,6123
659,mr-saturn,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,171,243,189,7785,6070
660,mr-saturn,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,171,247,191,7909,6123
661,tony,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,182,242,190,7756,6089
662,tony,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,182,243,190,7784,6096
663,tessie-watcher,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,83,242,189,7762,6053
664,tessie-watcher,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,83,246,190,7880,6096
665,lookalike_mr-t,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,79,242,191,7748,6131
666,hippy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,361,241,190,7714,6106
667,dr-andonuts,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,162,243,189,7800,6048
668,dr-andonuts,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,SHYNESS_BOOK_AT_LIBRARY,162,244,191,7822,6126
669,lookalike_mr-t,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,79,244,189,7819,6069
670,hippy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules,person,~STARMAN_DX_DEFEATED,361,245,190,7848,6088
671,eraser-statue,Winters_Stonehenge Base_B1F_B2F,object,~IRON_ERASER_ERASED,407,202,189,6488,6064
672,monster_starman,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse_Blackout-Room_Capsules_Boss-Room,person,~STARMAN_DX_ABSENT,303,252,147,8064,4712
673,exit-mouse-father,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse,person,always,451,210,183,6744,5856
674,exit-mouse,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse,person,~HAS_EXIT_MOUSE,436,211,182,6768,5824
675,exit-mouse,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F_Exit-Mouse,person,always,436,212,182,6808,5840
676,monster_your-sanctuary,Winters_Rainy Circle_1F_Hallway_Boss-Room,person,~CONQUERED_SANCTUARY_4,333,160,5,5128,168
677,rope_coiled,Winters_Rainy Circle_1F_Hallway_Boss-Room,object,~WINTERS_ROPE_LOWERED,356,157,10,5028,336
678,monster_duck,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_DUCK_1_DEFEATED,287,50,115,1608,3688
679,monster_duck,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_DUCK_2_DEFEATED,287,46,113,1488,3616
680,present,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_PROTOPLASM_1_DEFEATED,195,50,116,1624,3736
681,present,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_PROTOPLASM_2_DEFEATED,195,40,110,1280,3520
682,monster_mouse,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_MOUSE_1_DEFEATED,416,52,110,1688,3520
683,monster_mouse,Winters_Brickroad Dungeon_1F,person,~BRICK_ROAD_DUNGEON_MOUSE_2_DEFEATED,416,38,114,1240,3664
684,phone_black,Winters_Brickroad Dungeon_1F,person,always,215,36,116,1176,3720
685,sign_small,Winters_Brickroad Dungeon_1F,object,always,213,61,110,1960,3520
686,sign_small,Winters_Brickroad Dungeon_1F,object,always,213,49,110,1584,3520
687,sign_small,Winters_Brickroad Dungeon_1F,object,always,213,35,116,1144,3712
688,monster_little-pile,Grapefruit Falls_Belch's Base_1F,person,~SLIMY_LITTLE_PILE_1_DEFEATED_AND_THREED_BLOND_GUY_BY_TENT_ABSENT,315,102,172,3280,5504
689,monster_little-pile,Grapefruit Falls_Belch's Base_1F,person,~MASTER_BELCH_DEFEATED,315,97,178,3128,5704
690,monster_little-pile,Grapefruit Falls_Belch's Base_1F,person,~MASTER_BELCH_DEFEATED,315,96,179,3080,5728
691,monster_little-pile,Grapefruit Falls_Belch's Base_1F,person,~SLIMY_LITTLE_PILE_2_DEFEATED,315,68,179,2192,5744
692,monster_little-pile,Grapefruit Falls_Belch's Base_1F,person,~SLIMY_LITTLE_PILE_3_DEFEATED,315,87,172,2800,5504
693,mr-saturn,Grapefruit Falls_Belch's Base_1F,person,~MASTER_BELCH_DEFEATED,171,96,176,3080,5645
694,mr-saturn,Grapefruit Falls_Belch's Base_1F,person,~MASTER_BELCH_DEFEATED,171,97,176,3135,5645
695,fly-honey-jar,Grapefruit Falls_Belch's Base_1F,object,always,248,99,176,3192,5656
696,fly-honey-jar,Grapefruit Falls_Belch's Base_1F,object,always,248,100,176,3227,5662
697,monster_belch,Grapefruit Falls_Belch's Base_1F_Boss-Room,person,~MASTER_BELCH_DEFEATED,328,139,148,4464,4744
698,ball-and-chain,Grapefruit Falls_Belch's Base_1F,object,always,263,97,176,3104,5648
699,ball-and-chain,Grapefruit Falls_Belch's Base_1F,object,always,263,98,176,3160,5648
700,ness_unconscious,Saturn Valley_Milky Well_1F,person,JUST_WOKE_UP_FROM_MAGICANT,16,24,166,787,5340
701,paula,Saturn Valley_Milky Well_1F,person,JUST_WOKE_UP_FROM_MAGICANT,2,24,166,768,5314
702,jeff,Saturn Valley_Milky Well_1F,person,JUST_WOKE_UP_FROM_MAGICANT,3,24,166,799,5317
703,poo,Saturn Valley_Milky Well_1F,person,JUST_WOKE_UP_FROM_MAGICANT,4,25,166,826,5334
704,milky-well-spout,Saturn Valley_Milky Well_1F,object,always,257,22,166,728,5312
705,monster_your-sanctuary,Happy Happy Village_Lilliput Steps_1F_Hallway_Boss-Room,person,~CONQUERED_SANCTUARY_3,333,229,72,7344,2304
706,mr-saturn,Transitions_Belch's-Base-to-Saturn-Valley,person,HAPPY_THREED_PEOPLE,171,238,222,7616,7128
707,mr-saturn,Transitions_Belch's-Base-to-Saturn-Valley,person,HAPPY_THREED_PEOPLE,171,253,222,8104,7112
708,man_hat_green-jacket,Grapefruit-Falls,person,~VISITED_SATURN_VALLEY,54,199,71,6392,2296
709,entertainers-shack-door,Grapefruit-Falls,person,always,381,202,7,6488,248
710,mr-saturn,Saturn Valley_Hotel_1F,person,always,171,201,251,6448,8032
711,phone_black,Saturn Valley_Hotel_1F,person,always,215,202,248,6480,7952
712,mr-saturn,Saturn Valley_Doctor Saturn_1F,person,always,171,226,249,7240,7992
713,mr-saturn,Saturn Valley_Saturn Shop_1F,person,always,171,242,251,7760,8032
714,mr-saturn,Saturn Valley_Saturn Shop_1F,person,NESS_NIGHTMARE_DEFEATED,171,241,251,7720,8032
715,mr-saturn,Saturn Valley_Saturn Shop_1F,person,always,171,242,250,7744,8000
716,atm-machine_saturn,Saturn Valley_Saturn Shop_1F,object,always,447,241,250,7712,8008
717,phone_black,Saturn Valley_Saturn Shop_1F,person,always,215,241,248,7736,7952
718,mr-saturn,Saturn-Valley,person,~PARTY_IS_ROBOTIFIED,171,11,243,368,7784
719,mr-saturn,Saturn-Valley,person,~PARTY_IS_ROBOTIFIED,171,13,238,424,7640
720,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,12,229,400,7344
721,mr-saturn,Saturn-Valley,person,~PARTY_IS_ROBOTIFIED,171,17,235,568,7520
722,mr-saturn,Saturn-Valley,person,~PARTY_IS_ROBOTIFIED,171,9,228,304,7304
723,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,17,231,544,7408
724,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,15,233,504,7480
725,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,16,238,512,7624
726,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,6,240,216,7680
727,apple-kid,Saturn-Valley,person,VISITED_UNDERWORLD,176,10,239,350,7653
728,dr-andonuts,Saturn-Valley,person,VISITED_UNDERWORLD,162,12,239,384,7648
729,george-montague,Saturn-Valley,person,UNDERWORLD_TENDA_GATE_OPEN,172,10,236,330,7582
730,mr-saturn,Saturn-Valley,person,GIYGAS_DEFEATED,171,4,238,144,7616
731,mr-saturn,Saturn-Valley,person,GIYGAS_DEFEATED,171,13,236,424,7568
732,mr-saturn,Saturn-Valley,person,MASTER_BELCH_DEFEATED,171,15,229,504,7344
733,monster_mouse,Saturn-Valley,person,GIYGAS_DEFEATED,281,9,238,312,7632
734,jeff,Saturn-Valley,person,GIYGAS_DEFEATED,3,13,239,417,7663
735,mr-saturn,Saturn-Valley,person,PARTY_IS_ROBOTIFIED,171,10,237,349,7607
736,entertainers-shack-door,Saturn-Valley,person,always,381,19,230,632,7376
737,mr-saturn,Saturn Valley_Ladder Room_1F,person,always,171,98,164,3144,5248
738,mr-saturn,Saturn Valley_Ladder Room_1F,person,always,171,102,163,3280,5232
739,mr-saturn,Saturn Valley_Ladder Room_1F,person,always,171,100,163,3216,5216
740,mr-saturn,Saturn Valley_Ladder Room_1F,person,always,171,100,162,3200,5192
741,phase-distorter,Saturn-Valley,object,NESS_NIGHTMARE_DEFEATED,210,12,237,385,7601
742,sign_spa,Saturn-Valley,object,always,405,16,230,528,7376
743,sign_small,Saturn-Valley,object,always,213,16,228,536,7312
744,present,Saturn-Valley,object,PRESENTS_AT_SATURN_VALLEY,195,12,236,392,7552
745,present,Saturn-Valley,object,PRESENTS_AT_SATURN_VALLEY,195,9,237,300,7596
746,present,Saturn-Valley,object,PRESENTS_AT_SATURN_VALLEY,195,14,238,464,7624
747,man_glasses_orange-cardigan,Dusty Dunes Desert_Drug Store_1F,person,always,64,243,66,7792,2120
748,maxwell-labs,Dusty Dunes Desert_Drug Store_1F,person,always,69,241,67,7720,2152
749,man_cane_green-jacket,Dusty Dunes Desert_Drug Store_1F,person,always,52,242,67,7768,2152
750,atm-machine,Dusty Dunes Desert_Drug Store_1F,object,always,259,245,66,7840,2112
751,phone_black,Dusty Dunes Desert_Drug Store_1F,person,always,215,244,66,7816,2120
752,construction-worker,Dusty Dunes Desert_Construction Shack_1F,person,always,173,250,59,8016,1904
753,phone_black,Dusty Dunes Desert_Construction Shack_1F,person,always,215,251,59,8040,1896
754,woman_blonde_red-blazer,Dusty-Dunes-Desert,person,~TRAFFIC_JAM_CLEARED,66,54,315,1736,10080
755,man_blonde_blue-blazer,Dusty-Dunes-Desert,person,~TRAFFIC_JAM_CLEARED,70,58,312,1880,10008
756,man_blonde_resortwear,Dusty-Dunes-Desert,person,~TRAFFIC_JAM_CLEARED,71,57,313,1848,10032
757,lookalike_teddy,Dusty-Dunes-Desert,person,~TRAFFIC_JAM_CLEARED,118,57,312,1829,9995
758,man_lying-down_swimwear,Dusty-Dunes-Desert,person,always,103,63,288,2044,9216
759,woman_lying-down_swimwear,Dusty-Dunes-Desert,person,always,104,64,288,2060,9232
760,george-montague,Dusty-Dunes-Desert,person,~Unknown Flag,172,111,302,3568,9664
761,woman_blonde_red-dress,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,68,114,299,3672,9584
762,girl_blonde_pink-dress,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,120,114,298,3662,9553
763,lookalike_teddy,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,118,116,298,3712,9544
764,man_hat_black-suit,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,63,118,299,3792,9584
765,sanchez-brother,Dusty-Dunes-Desert,person,always,110,99,309,3170,9897
766,sanchez-brother,Dusty-Dunes-Desert,person,always,110,100,309,3204,9899
767,sanchez-brother,Dusty-Dunes-Desert,person,always,110,101,309,3232,9912
768,monkey-boy,Dusty-Dunes-Desert,person,always,133,75,292,2424,9352
769,arms-dealer,Dusty-Dunes-Desert,person,always,144,46,307,1472,9832
770,construction-worker,Transitions_Dusty Dunes to Fourside_Fourside-Bridge,person,DIAMOND_TO_BE_DELIVERED,173,156,312,5000,10008
771,monkey-boy,Dusty-Dunes-Desert,person,always,133,48,302,1552,9672
772,monkey-boy,Dusty-Dunes-Desert,person,TELEPORT_MONKEY_NEAR_MONKEY_CAVE_ENTRANCE,133,46,303,1480,9696
773,monkey-boy,Dusty-Dunes-Desert,person,TELEPORT_MONKEY_NEAR_DESERT_ROAD,133,38,312,1232,10000
774,healer,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,189,117,298,3760,9552
775,man_blonde_i-love-ny-shirt,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,114,118,297,3792,9528
776,entertainers-shack-door,Transitions_Dusty Dunes to Fourside_Fourside-Bridge,person,always,381,176,311,5656,9960
777,entertainers-shack-door,Dusty-Dunes-Desert,person,DESERT_MINE_EXPANDED,381,116,299,3728,9592
778,sign_small,Dusty-Dunes-Desert,object,always,213,92,282,2960,9040
779,arcade-game,Dusty-Dunes-Desert,object,always,235,98,310,3160,9944
780,animal-bones,Dusty-Dunes-Desert,object,always,236,58,293,1872,9384
781,animal-bones,Dusty-Dunes-Desert,object,always,236,97,292,3112,9344
782,sesame-seed_black,Dusty-Dunes-Desert,person,always,238,63,279,2040,8936
783,sesame-seed_white,Dusty-Dunes-Desert,person,always,237,91,300,2920,9600
784,sportscar,Dusty-Dunes-Desert,person,~TRAFFIC_JAM_CLEARED,255,56,312,1800,10000
785,taxi,Dusty-Dunes-Desert,object,~TRAFFIC_JAM_CLEARED,206,61,312,1952,10000
786,red-truck_duplicate,Dusty-Dunes-Desert,object,~TRAFFIC_JAM_CLEARED,459,58,312,1880,10000
787,van_duplicate,Dusty-Dunes-Desert,object,~TRAFFIC_JAM_CLEARED,460,58,315,1876,10092
788,food-cart,Dusty-Dunes-Desert,object,DESERT_MINE_EXPANDED,229,118,297,3776,9520
789,red-truck,Dusty-Dunes-Desert,object,~TRAFFIC_JAM_CLEARED,207,62,313,2000,10040
790,sign_bus-stop,Dusty-Dunes-Desert,object,always,202,48,311,1544,9976
791,sign_bus-stop,Dusty-Dunes-Desert,object,always,202,47,314,1512,10048
792,sign_small,Dusty-Dunes-Desert,object,always,213,107,301,3448,9648
793,backhoe,Dusty-Dunes-Desert,object,~DESERT_MINE_BULLDOZER_MOVED,254,113,303,3616,9696
794,sparkle_tiny,Dusty-Dunes-Desert,object,~GOT_CONTACT_LENS,269,95,279,3064,8936
795,backhoe,Transitions_Dusty Dunes to Fourside_Fourside-Bridge,object,DIAMOND_TO_BE_DELIVERED,254,156,312,5008,10000
796,backhoe,Dusty-Dunes-Desert,object,DESERT_MINE_BULLDOZER_MOVED,254,116,303,3736,9696
797,tala-lama,Dusty Dunes Desert_Desert Gold Mine_1F-Maze_Room-2,person,~QUEST_TO_YOGURT_MACHINE,177,224,166,7192,5320
798,monkey-boy,Dusty Dunes Desert_Desert Gold Mine_1F-Maze_Room-2,person,~QUEST_TO_YOGURT_MACHINE,133,225,166,7224,5328
799,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,~MONKEY_CAVE_PICNIC_LUNCH,133,193,170,6182,5446
800,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,~MONKEY_CAVE_SKIP_SANDWICH,133,195,170,6265,5445
801,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,MONKEY_CAVE_PICNIC_LUNCH,133,193,169,6207,5417
802,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,MONKEY_CAVE_SKIP_SANDWICH,133,194,169,6238,5419
803,monkey-girl,"Dusty Dunes Desert_Monkey Cave_Start_Left-(Pizza,-Wet-Towel)",person,~MONKEY_CAVE_PIZZA_1,160,193,178,6180,5707
804,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left-(Pizza,-Wet-Towel)",person,~MONKEY_CAVE_WET_TOWEL,133,195,178,6267,5708
805,monkey-girl,"Dusty Dunes Desert_Monkey Cave_Start_Left-(Pizza,-Wet-Towel)",person,MONKEY_CAVE_PIZZA_1,160,194,178,6208,5696
806,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left-(Pizza,-Wet-Towel)",person,MONKEY_CAVE_WET_TOWEL,133,195,178,6240,5696
807,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left_Right-(Hamburger,-Hamburger)",person,~MONKEY_CAVE_HAMBURGER_2,133,193,194,6192,6208
808,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left_Right-(Hamburger,-Hamburger)",person,~MONKEY_CAVE_HAMBURGER_1,133,194,194,6224,6208
809,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left_Right-(Hamburger,-Hamburger)",person,MONKEY_CAVE_HAMBURGER_2,133,192,193,6163,6196
810,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Left_Right-(Hamburger,-Hamburger)",person,MONKEY_CAVE_HAMBURGER_1,133,195,193,6261,6194
811,monkey-boy,Dusty Dunes Desert_Monkey Cave_Start_Left_Left-(get-Fresh-Egg),person,~TALKED_TO_FRESH_EGG_GIVING_MONKEY,133,194,186,6217,5960
812,monkey-boy,Dusty Dunes Desert_Monkey Cave_Start_Left_Left-(get-Fresh-Egg),person,TALKED_TO_FRESH_EGG_GIVING_MONKEY,133,193,186,6184,5960
813,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,~MONKEY_CAVE_PIZZA_2,133,201,162,6448,5184
814,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,~MONKEY_CAVE_PROTEIN_DRINK,133,202,162,6480,5184
815,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,MONKEY_CAVE_PIZZA_2,133,200,161,6415,5174
816,monkey-boy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,MONKEY_CAVE_PROTEIN_DRINK,133,203,161,6504,5164
817,monkey-girl,"Dusty Dunes Desert_Monkey Cave_Start_Right_Right-(Ruler,-Fresh-Egg)",person,~MONKEY_CAVE_RULER,160,209,177,6700,5694
818,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Right-(Ruler,-Fresh-Egg)",person,~MONKEY_CAVE_FRESH_EGG,133,213,178,6832,5696
