address,dialogue
c6b492,"-Let's get together again in 10 years or so.[END]"
c6b4bb,"[GOTO]
-Oh! You surprised me![GOTO]
; $C6B4FE
L_C6B4FE:
-Oh, [GOTO]
; $C6B516
L_C6B516:
; $C6B523
L_C6B523:
--Take care of yourself and ; $C6B56E
L_C6B56E:
[GOTO]
-Appokid?-No, I've never tried it before, or, I mean,c6b4fe,"-Oh, [GOTO]
; $C6B516
L_C6B516:
; $C6B523
L_C6B523:
--Take care of yourself and ; $C6B56E
L_C6B56E:
[GOTO]
-Appokid?-No, I've never tried it before, or, I mean,c6b516,"; $C6B523
L_C6B523:
--Take care of yourself and ; $C6B56E
L_C6B56E:
[GOTO]
-Appokid?-No, I've never tried it before, or, I mean,c6b523,"--Take care of yourself and ; $C6B56E
L_C6B56E:
[GOTO]
-Appokid?-No, I've never tried it before, or, I mean,c6b56e,"[GOTO]
-Appokid?-No, I've never tried it before, or, I mean,c6b5b4,"-A boy named Apple Kid called.-I don't know how he got the phone number...-Don't worry, he's on his way here.c6b60b,"[GOTO]
-The Bubble Monkey said there's a cave north of Stonehenge.-I've known about it for a long time.-The locals call the area -Rainy Circle,--I wonder what's inside the cave... I I understand...-While you're checking out that place, I'll work on remodeling the Sky Runner.[GOTO]
-Oh yes, yes.-He's such a nice guy, and he loves people.-He often shares his beef jerky with me...[END]"
c6b759,c6b75b,"-Hmm...-...It looks like you found something out.-I finished remodeling the Sky Runner.-You can leave for Summers whenever you wish.-It shouldn't break this time...[END]"
c6b7d0,"[GOTO]
[GOTO]
--Oh, I don't have time to chat right now.-I thought he was with you... He suddenly disappeared.-He's usually very responsible and leaves a note at least...c6b871,"-What?-Good timing.-Tony, -...There is a good probability that something is wrong.c6b8eb,"[GOTO]
[GOTO]
[GOTO]
-You're right.-We're here at -Lake Tess--We're known as the -Tessie-Watching Club-...c6b952,"-This is what we've been waiting for!-...-Tessie is emerging!c6b99f,"-I finally saw Tessie!-It's like seeing a UFO.-It emerged from the lake and flew toward Stonehenge.-...It kidnapped one of my friends along the way.c6ba02,"-I'm so glad I finally saw it.-I'm so happy, it brings tears to my eyes and makes my nose run.-Boo hoo hoo.c6ba5f,"[GOTO]
[GOTO]
[GOTO]
-So, you've also been bitten by Tessie-mania.-You're in luck.-We may be able to see Tessie tomorrow. I can't wait...c6bac0,-Maybe that whirlpool is...c6bad6,"-Where are you, my friend?-They came and took you away.-Come back, Sebastian.-Hey, that's a Haiku poem!c6bb1d,"-I waited for you.-I'm glad to see you again.-You're back, Sebastian.-...I just love making Haiku.c6bb60,"[GOTO]
[GOTO]
-Why, hello!-Y'know, they say that Tessie is friendly with monkeys...c6bbaf,"-What a cute little monkey.-Maybe monkeys don't like gum.c6bbe3,-I can't believe that I was so brave...c6bbf9,"[GOTO]
-Ki-kye-kye-kye-kiii.-(Yep, che[GOTO]
; $C6BC42
L_C6BC42:
[END]"
c6bc42,[END]
c6bc43,"-Kya ke ke kiya. (In the monkey community,-You're such a great man.)c6bc80,"[GOTO]
-Maybe it was too easy...?; $C6BC9B
L_C6BC9B:
-My name's Brickroad, the dungeon developer.-I've devoted my life to making dungeons.-Well, by combining my skills and Dr. Andonuts intelligence,-I can become -Dungeon Man,--the first combination of human and dungeon in history.-Let's meet again once I have become dungeon man.-...Would you like to get a good night's rest? ; $C6BD9D
L_C6BD9D:
-You don't want to rest?c6bc9b,"-My name's Brickroad, the dungeon developer.-I've devoted my life to making dungeons.-Well, by combining my skills and Dr. Andonuts intelligence,-I can become -Dungeon Man,--the first combination of human and dungeon in history.-Let's meet again once I have become dungeon man.-...Would you like to get a good night's rest? ; $C6BD9D
L_C6BD9D:
-You don't want to rest?c6bd9d,-You don't want to rest?c6bdab,"[GOTO]
-Take care. Come back again.[END]"
c6bdd2,[END]
c6bdd3,"-You [GOTO]
don't look very bright.-These stones are making a pattern.-UFO's often visit here.-You must have seen it on TV or read about it in the tabloids.-Yes,c6be74,"[GOTO]
[GOTO]
[GOTO]
-You finally got here.-This is the fourth -Your Sanctuary- location.-Take it from me,[GOTO]
[END]"
c6bef9,-(There's no response.)c6bf0c,"-I expected there to be about a seven percent chance that you would rescue me.-I just thought it was a good opportunity to meet Mr. Saturn.-I also got to meet Dr. Andonuts...-What?-You're looking for the book -Overcoming Shyness-?-I returned it to the Onett library.-Please use the book to help the shy Tenda tribe.-...Anyway,-I was kidnapped by some of Giygas' toadies![END]"
c6c035,"-Rescued.c6c059,"-I give you ribbon.[GOTO]
[END]"
c6c081,"-Too much.-...can't carry all.c6c099,"[GOTO]
[GOTO]
--Oh me, oh my...-You... came to rescue me![GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
c6c107,"-...Oh, ; $C6C118
L_C6C118:
-...Oh, ; $C6C129
L_C6C129:
-...Oh, ; $C6C13A
L_C6C13A:
-I'm Tony.-I'm c6c118,"-...Oh, ; $C6C129
L_C6C129:
-...Oh, ; $C6C13A
L_C6C13A:
-I'm Tony.-I'm c6c129,"-...Oh, ; $C6C13A
L_C6C13A:
-I'm Tony.-I'm c6c13a,"-I'm Tony.-I'm c6c168,"-Where's --Bring back -Bring back my friendship with [END]"
c6c1c3,"-I was scared, but I knew I'd be saved if I courageously-just sat here and waited long enough...-That's what I thought, but I began to lose hope...-I'm so glad you saved me after all.c6c236,"-I was kidnapped while milkin' a cow on m' farm.-I didn't think they'd git a ransom by kidnappin' little ol' me.c6c287,"-This is the happiest moment of my life.-No matter what happens I will live, live, live ten thousand years.-Thanks for all that you've done.c6c2db,"[GOTO]
[GOTO]
-I heard that the wind is always blowing when Tessie appears.-Ahh Choo!-I feel like I'm catching a cold.c6c334,"-Boo hoo hoo. Te Te Te Tessie!-I'm fogging up my binoculars! Boo hoo hoo!c6c377,-I wonder what Tessie thinks of me?c6c38c,"-Sebastian, chum,c6c3a9,"[GOTO]
[GOTO]
-Tessie may unexpectedly be living in the woods.-I personally think so.c6c3ea,-Tessie appeared again today and smiled at me.c6c40b,-...It's so shocking...c6c42c,"-I heard a creature called Tessie lives in the southern lake...-I don't believe it!c6c479,"-I heard a more interesting story than the rumor about Tessie.-It's about the Cave Boys at Stonehenge.-Many claim to have actually seen them.c6c4d5,"-I wonder if the rumor is true-that the center of Stonehenge has an entrance leading someplace.-Some day, we should check it out.c6c52e,"-I'm sleepy.-I'll wash my face, brush my teeth, do my business, and go to bed.c6c565,"-If you're going outside,-He always looks out for the younger students.-Maxwell is still working hard in the lab downstairs.-Anyway, these days there are many dangerous animals wandering around outside.c6c606,"[GOTO]
-The tame animals have become wild.c6c63c,"-Outside there are many monsters I've never seen before...-I wonder what's happening.-You should stay here where it's safe.c6c68f,"[GOTO]
-So, why don't you rest here for a short while...-perhaps some tea? ; $C6C6EB
L_C6C6EB:
[END]"
c6c6eb,[END]
c6c6ec,"[GOTO]
[GOTO]
[GOTO]
-Are you feeling much better now?[END]"
c6c720,"[GOTO]
[END]"
c6c729,-Are you feeling much better now?c6c744,"[GOTO]
-There's something...-south of the lake...-it looks like a research building.c6c77b,"-It is of course, some sort of lab where they do some high-level scientific research.-I get the feeling that it is a very important lab.c6c7d9,"[GOTO]
[GOTO]
-I've been waiting for you.-My master, Apple Kid completed this -Eraser Eraser Machine.--While he was calling you, he was kidnapped.-I was there, but was helpless.-Anyway, take this machine.[GOTO]
[END]"
c6c8a3,"-I think this is an important item.-Get rid of something you don't need, and come back for it.c6c8d3,-Way to go.c6c8dd,"-I've been taking care of this place while waiting for you.-I no longer need to stay, since you have arrived...-I'll leave for Saturn Valley as quiet as a mouse.[END]"
c6c942,"-It was in Winters that we last met?-I just got here. Tee tee tee.c6c970,"[GOTO]
[GOTO]
-Kyi kya kiko kree.-(I saw you once before just for a second... You know my fiancee.)-Koo kya keke (My fiancee loves to chew gum.-He went to visit Dr. Andonuts' lab...-Kye koko kikkya kekra, (I want to go there so I can get him home,-but without him, I can't cross Lake Tess.)-Kri kekko kya ko-(I'm really worried that the mad doctor will use him in a crash test.)c6ca9a,"-Ku kyo kika.-(It's me again, that chewing gum monkey's wife.)-Kako kyuka kre.-(My husband left me here to go play with Tessie along the shores of Lake Tess.)c6cb14,"-Kyakkro ki kyokke (Ah, -my husband has been returning home late these days.-Kya.-(I know he's out saving the earth, but a marriage is also important.)c6cb97,"-Kekye koo kikkro (Thanks for taking care of my husband the other day...)-(Oh yes, we finally tied the knot...)-Kooki kekye ki!-(Honey, don't just stand there with your mouth open, say hello!)[END]"
c6cc31,"-Krikko kyakya (So...)-Kekroo kyaki (You passed by a cave north of Stonehenge.-Don't you ever wonder what's inside?)-Kikkyo kukru ki (Can't seem to stop thinking about it!)-Keke kike (Go and see what's there!)-Kyoke kyakroo koo (We're going to get out of here.-We're still newlyweds, you know...[END]"
c6cd2a,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
-I'm so sleepy.-I hand decorated each cookie to pass out at the party tomorrow.c6cdaf,"-c6cdcd,"-Instant Revitalizing Device-(In only a few seconds, this machine fully revitalizes you,-just like a good night's sleep.)[END]"
c6ce34,"-Since our imprisonment is now over,-I want to start on the Phase Distorter as soon as possible.-...Oh, I almost forgot to thank you.-Thank you.-Don't worry about us.[END]"
c6cebc,"--The two of them may be able to develop a new scientific theory.-You've helped make a beautiful life for everyone...c6cf2d,"-...-Maybe he thinks I'm too annoying...-But I don't think so.--...No, I know you wouldn't do that.-If you see c6cfc5,"-You're much stronger *whirrr* than our intelligence indicated...-We were not *beep* prepared for that eventuality...-The Prophecy from the *click* Apple of Enlightenment may be true...-but you must not *whirrr* underestimate us.[END]"
c6d067,-(Drug Store -Best Friend-`)c6d082,"-*Bloop* *Glub* Can't...c6d0b1,"-Next *Bloop* Next *Bloop*c6d0db,-*Glub* ...can't breathe...c6d0f0,"-*Bloop* Oh, no!c6d133,"-Oh, no... *Bloop* *Glub* Can't see anything...-*Bloop* *Glub* -Where...c6d19c,"[GOTO]
[GOTO]
-So, you're a Runaway Five fan, huh?-What?-Excuse me?-No, no!-This band owes me a million bucks.-If they break their contract,-The police would probably say,-Unless you're able to pay a million dollars on their behalf?-You'd have to find buried gold,-or you would never be able to pay such a huge sum of money.-Ho ho ho...-Ho ho ho ho ho ho ho![GOTO]
[END]"
c6d2e4,"[END]"
c6d2e8,"-(Thump, thump!... thump, thump!-I made so much money, I can hear my heartbeat!)c6d325,"-Ok?-Life is money.-I've lived that life.-You can buy everything but -love,- -friendship- and -exp points.-c6d37e,"[GOTO]
; $C6D391
L_C6D391:
-Yaaaieeee!!-That that that -O... o... okay, th... that's fine.-*rrrrrip!*-Don't tell anyone about the -Now the Runaway Five are free!-...You should thank me.-That -So I gave you a bargain.-(Thump, thump... Thump, thump!-I made lots of money...)[GOTO]
; $C6D4D5
L_C6D4D5:
[END]"
c6d391,"-Yaaaieeee!!-That that that -O... o... okay, th... that's fine.-*rrrrrip!*-Don't tell anyone about the -Now the Runaway Five are free!-...You should thank me.-That -So I gave you a bargain.-(Thump, thump... Thump, thump!-I made lots of money...)[GOTO]
; $C6D4D5
L_C6D4D5:
[END]"
c6d4d5,[END]
c6d4d6,"-What, what, what?-I can't tell what it is from this distance.-Bring it closer!c6d50a,"[GOTO]
[GOTO]
[GOTO]
-Hey, kid...-This is a restricted area.-Back stage is right behind this door.c6d561,"-When -So please come in.[END]"
c6d5ae,"-Ah, you're a friend of the Runaway Five...-Did you come to see Miss Venus?-Don't let the other fans see you enter.[END]"
c6d61e,"-If c6d642,"-Ah, you're a friend of the Runaway Five?-Did you come to see Miss Venus?-Don't let the other fans see you enter.c6d695,"[GOTO]
[GOTO]
; $C6D6A1
Npc0842:
[GOTO]
[GOTO]
[GOTO]
-Oh, you're just a little kid.-I'm too busy right now to give you my autograph.-Maybe next time, little man.c6d6a1,"[GOTO]
[GOTO]
[GOTO]
-Oh, you're just a little kid.-I'm too busy right now to give you my autograph.-Maybe next time, little man.c6d702,girl.c6d707,"-Oh, you want an autograph?-Okay,-[GOTO]
-Oh, and this is a bonus...-Smack![END]"
c6d786,"-Oh, uh huh...-I can't give you the banana 'cause you have too much stuff.c6d7b3,"[GOTO]
-Oh, you again...-Look, I'm busy right now.-I'll give you an autograph next time.-Are you here to see my show?; $C6D817
L_C6D817:
-...Oh, I see.; $C6D822
L_C6D822:
-Looks like you aren't too busy.c6d817,"-...Oh, I see.; $C6D822
L_C6D822:
-Looks like you aren't too busy.c6d822,-Looks like you aren't too busy.c6d84b,"-Okay.; $C6D852
L_C6D852:
-...Then, you should give me a big hand.[END]"
c6d852,"-...Then, you should give me a big hand.[END]"
c6d86d,"-Again, we've been cheated by the theater owner.-We're stuck here with a phony contract. Oh yeah!c6d8af,"-Once again, I've made trouble for you.-This is it... we'll stop being so naive...-But right now,-We'll sing one more song before we go.-Ready?-Okay, let's go!c6d93f,"-We know how to sing but we don't know how to handle money or women.-Do-wap, do do wop.c6d97a,"-We owe you guys so much.-Sorry.c6d993,"-We're so helpless.-Really helpless, and hopeless... Hyuk hyuk hyuk.c6d9ca,"-To meet Geldegarde Monotoli, you'll need our help.-I don't exactly know why... it's just a hunch.c6da0b,"-Do you wanna buy a ticket?; $C6DA37
L_C6DA37:
-Please come again.c6da37,-Please come again.c6da3f,"-30 bucks, please.[GOTO]
; $C6DA6D
L_C6DA6D:
-Thanks a lot.[END]"
c6da6d,"-Thanks a lot.[END]"
c6daa0,"-Excuse me , but your hands are full...c6dac0,"-I'm sorry sir...-We don't just give away the tickets... you must pay 30 dollars.c6daf5,"[GOTO]
[GOTO]
[GOTO]
; $C6DB0A
L_C6DB0A:
[GOTO]
-Please have your tickets ready...c6db0a,"[GOTO]
-Please have your tickets ready...c6db2e,"[GOTO]
-Boys and girls, ladies and gents... this is a very special show,-the final Runaway Five show here at the Topolla!-Please, please, please don't miss this once in a lifetime chance to see their show.c6dbae,"-Oh, hi.[GOTO]
[END]"
c6dbbf,-Are you enjoying yourself?c6dbce,"[GOTO]
; $C6DBD5
L_C6DBD5:
[GOTO]
[GOTO]
-No kidding...c6dbd5,"[GOTO]
[GOTO]
-No kidding...c6dc0c,"[GOTO]
[GOTO]
-Thanks a lot.-Please hurry.[GOTO]
[END]"
c6dc62,"-Thanks a lot.-Please hurry.c6dc8d,"[GOTO]
[END]"
c6dc93,"-Bread in this town has a very plain, nondescript flavor to it.-To tell you the truth,c6dce7,-I was thinking -There's a tight wad born every minute...-c6dd0a,"[GOTO]
; $C6DD1D
L_C6DD1D:
-What?-You came to deliver my grandma's momento, the -Thank you.-Thank you so-It's our family tradition to keep things forever.-...Okay, I'll give you something as a reward.-Here's my socks that I use only for special occasions.-I've worn these socks for just five years.-There are no holes, and they've only been worn once since the last washing.-They stink a little... but they're still good.-Hey, don't refuse me here... I'm being generous![GOTO]
-Please take good care of my socks... *sniff!*[END]"
c6dd1d,"-What?-You came to deliver my grandma's momento, the -Thank you.-Thank you so-It's our family tradition to keep things forever.-...Okay, I'll give you something as a reward.-Here's my socks that I use only for special occasions.-I've worn these socks for just five years.-There are no holes, and they've only been worn once since the last washing.-They stink a little... but they're still good.-Hey, don't refuse me here... I'm being generous![GOTO]
-Please take good care of my socks... *sniff!*[END]"
c6de7b,"[GOTO]
[GOTO]
-This elevator is only for Master Pokey's use.-It goes directly to the 47th floor.-Quit staring at my hips... why don't you stand somewhere else instead of behind me?L_C6DEFA:
[END]"
c6defa,"[END]"
c6df35,-47th floor...c6df43,"-This elevator goes directly to the 47th floor.-Just kidding.; $C6DF83
Npc0857:
-Last night there was a solitaire tournament.-...I lost my shirt....-I'll invite you next time.-Hey, wait... Do you even know what solitaire is?c6df83,"-Last night there was a solitaire tournament.-...I lost my shirt....-I'll invite you next time.-Hey, wait... Do you even know what solitaire is?c6dfe7,"[GOTO]
[GOTO]
-I'm an elite businessman who works in Mr. Monotoli's office.c6e018,"-I hope my salary stays the same.-You don't understand.-This is a huge concern of elite businessmen like me.c6e05a,"-It sounds like your lifestyle-...isn't something I'd be that proud of!c6e088,"[GOTO]
-Hello, baby face.-What brings you to the Monotoli Building?c6e0b4,"-Hello, baby face.-What brings you to the Enrich Flavor Building?c6e0e3,"[GOTO]
-Are you a friend of Master Pokey?-It's okay to visit him here,-Someone might be suspicious of you and take a pot shot at you with a machine gun...c6e159,"-A lot has happened to me.-I have to try and sort it all out... thinking is tough for me.c6e192,"[GOTO]
-Whoops...-I was almost gonna beat you up.c6e1b9,"-When I'm off duty from my body guard job, I still have a lot of pent-up energy.-But don't worry, I won't come after you.-Unless you're kinda itchin' for a fight...c6e220,"[GOTO]
-This elevator is going down.-Look, don't stand behind me and stare at my hips![END]"
c6e298,-Ground floor.c6e2a4,"[GOTO]
; $C6E2AB
L_C6E2AB:
-Oooo la la.-This... this is my poor old friend...-Ah... what's your name...[GOTO]
[GOTO]
-Ah, Pig's Butt...-No, You're -Pig's Butt, you came here to beg me for some money, right?[GOTO]
; $C6E33A
L_C6E33A:
-Pig's Butt... no no, -Didn't you come here to beg me for some money?; $C6E36D
L_C6E36D:
-Oooo la la.-Don't you recognize me?-I'm Master Pokey!-Pokey!-Get it?-I'm now Geldegarde Monotoli's partner,-and I give him political and economic advice.-I heard there were some ratty-looking kids asking for Mr. Monotoli...[GOTO]
[GOTO]
-Was that you ; $C6E426
L_C6E426:
-This isn't a place for the likes of you!-Get outta here![GOTO]
; $C6E45A
L_C6E45A:
[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e2ab,"-Oooo la la.-This... this is my poor old friend...-Ah... what's your name...[GOTO]
[GOTO]
-Ah, Pig's Butt...-No, You're -Pig's Butt, you came here to beg me for some money, right?[GOTO]
; $C6E33A
L_C6E33A:
-Pig's Butt... no no, -Didn't you come here to beg me for some money?; $C6E36D
L_C6E36D:
-Oooo la la.-Don't you recognize me?-I'm Master Pokey!-Pokey!-Get it?-I'm now Geldegarde Monotoli's partner,-and I give him political and economic advice.-I heard there were some ratty-looking kids asking for Mr. Monotoli...[GOTO]
[GOTO]
-Was that you ; $C6E426
L_C6E426:
-This isn't a place for the likes of you!-Get outta here![GOTO]
; $C6E45A
L_C6E45A:
[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e33a,"-Pig's Butt... no no, -Didn't you come here to beg me for some money?; $C6E36D
L_C6E36D:
-Oooo la la.-Don't you recognize me?-I'm Master Pokey!-Pokey!-Get it?-I'm now Geldegarde Monotoli's partner,-and I give him political and economic advice.-I heard there were some ratty-looking kids asking for Mr. Monotoli...[GOTO]
[GOTO]
-Was that you ; $C6E426
L_C6E426:
-This isn't a place for the likes of you!-Get outta here![GOTO]
; $C6E45A
L_C6E45A:
[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e36d,"-Oooo la la.-Don't you recognize me?-I'm Master Pokey!-Pokey!-Get it?-I'm now Geldegarde Monotoli's partner,-and I give him political and economic advice.-I heard there were some ratty-looking kids asking for Mr. Monotoli...[GOTO]
[GOTO]
-Was that you ; $C6E426
L_C6E426:
-This isn't a place for the likes of you!-Get outta here![GOTO]
; $C6E45A
L_C6E45A:
[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e426,"-This isn't a place for the likes of you!-Get outta here![GOTO]
; $C6E45A
L_C6E45A:
[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e45a,"[GOTO]
-Oooo la la.-You shouldn't be satisfied with eating just some more -You're so out of it.-I've ordered -Trout-flavored Yogurt.--It's very popular among gourmets.-Aren't you jealous that I get to eat such a tongue-tickling treat?-Ha ha ha!--Trout-flavored Yogurt-...-I'm starting to drool all over myself just thinking about it.c6e557,"[GOTO]
[GOTO]
-You haven't changed much, [GOTO]
; $C6E57D
L_C6E57D:
-Have I met you before?-You're just annoying kids to me...; $C6E5A1
L_C6E5A1:
-I'm Aloysius Minch, Pokey's dad.-Due to my son's success,--Every dog has its day...--That's the perfect proverb to describe me! HA! Haha! hahaha! hohohoho!-GWA HA Ha Ha hahahaha!-Hee ha haha hehe haha!-Ha hahaha... *cough, cough, COOOOUGH!*-Oooo... my jaw is tired!c6e57d,"-Have I met you before?-You're just annoying kids to me...; $C6E5A1
L_C6E5A1:
-I'm Aloysius Minch, Pokey's dad.-Due to my son's success,--Every dog has its day...--That's the perfect proverb to describe me! HA! Haha! hahaha! hohohoho!-GWA HA Ha Ha hahahaha!-Hee ha haha hehe haha!-Ha hahaha... *cough, cough, COOOOUGH!*-Oooo... my jaw is tired!c6e5a1,"-I'm Aloysius Minch, Pokey's dad.-Due to my son's success,--Every dog has its day...--That's the perfect proverb to describe me! HA! Haha! hahaha! hohohoho!-GWA HA Ha Ha hahahaha!-Hee ha haha hehe haha!-Ha hahaha... *cough, cough, COOOOUGH!*-Oooo... my jaw is tired!c6e69c,"[GOTO]
[GOTO]
-Shhh! Quiet!-Mr. Monotoli's maid, Electra, told me about you.-I'll take you to Mr. Monotoli's office on the 48th floor.-Only you may go.L_C6E71E:
[END]"
c6e71e,"[END]"
c6e759,"[GOTO]
-48th floor.-A robot bodyguard is patrolling the floor.-Be careful!c6e79a,"-This elevator goes to the top of this building, the 48th floor.-Enjoy your ride, even though it's only one floor.; $C6E7E9
L_C6E7E9:
-48th floor.c6e7e9,-48th floor.c6e7f6,"-Get away from me, kid!c6e806,"-You won't get away from me, kid!c6e81a,"[GOTO]
[GOTO]
[GOTO]
-You might run into the maid, Electra.-I wonder what your relationship is...(smile).-This elevator takes you to the 47th floor.L_C6E884:
[END]"
c6e884,"[END]"
c6e8bf,-47th floor.c6e8cc,"-Are you a friend of the Runaway Five?-Would an autograph be asking for too much?; $C6E90F
L_C6E90F:
-I don't mean your autograph, silly.[END]"
c6e90f,"-I don't mean your autograph, silly.[END]"
c6e961,"-This elevator takes you to the 47th floor.; $C6E982
Npc0871:
[GOTO]
[GOTO]
[GOTO]
-Your Trout-flavored yogurt, .[GOTO]
; $C6E9D6
L_C6E9D6:
-Master Pokey's cool!-He gave me something the other day, and said -this is fit for a maid...-c6e982,"[GOTO]
[GOTO]
[GOTO]
-Your Trout-flavored yogurt, .[GOTO]
; $C6E9D6
L_C6E9D6:
-Master Pokey's cool!-He gave me something the other day, and said -this is fit for a maid...-c6e9d6,"-Master Pokey's cool!-He gave me something the other day, and said -this is fit for a maid...-c6ea0f,"-Thanks for dropping by, even though there's nothing to do, honey.c6ea34,"[GOTO]
[GOTO]
-Look at my skinny arms,-I've become so weak since I lost the Mani Mani Statue.-I'm sorry I kidnapped -I haven't done anything to her.-...--Return to -I'm sorry I've created so much trouble for you.; $C6EB2C
L_C6EB2C:
-.....-I'll tell you everything.-The Mani Mani Statue creates an illusion.-It attracts evil spirits and weakens your heart.-The power scared me so much, I hid the statue in the warehouse at Jackie's Cafe.-I often went there to pray.-.....-Cryptic words appeared to me while I was in the illusion.---Stop -Or...--Don't let them go to Summers.--Or...--Make sure they know nothing of the Pyramid-...-I don't fully understand the messages,-but someone obviously doesn't want you to go to Summers.-...Evil... Giygas... or something... I could hear the name...-Anyway, the evil side would be in trouble if you visit Summers...-Oh! On the contrary, you should definitely go to Summers,-especially because they don't want you to make it there.-.....-...Would you like to hear the whole story again?; $C6ED74
L_C6ED74:
-Summers is located across the ocean.-I'll open the door to my heliport.-You must go on!--This is your destiny.; $C6EE2E
L_C6EE2E:
--Take care.[END]"
c6eb2c,"-.....-I'll tell you everything.-The Mani Mani Statue creates an illusion.-It attracts evil spirits and weakens your heart.-The power scared me so much, I hid the statue in the warehouse at Jackie's Cafe.-I often went there to pray.-.....-Cryptic words appeared to me while I was in the illusion.---Stop -Or...--Don't let them go to Summers.--Or...--Make sure they know nothing of the Pyramid-...-I don't fully understand the messages,-but someone obviously doesn't want you to go to Summers.-...Evil... Giygas... or something... I could hear the name...-Anyway, the evil side would be in trouble if you visit Summers...-Oh! On the contrary, you should definitely go to Summers,-especially because they don't want you to make it there.-.....-...Would you like to hear the whole story again?; $C6ED74
L_C6ED74:
-Summers is located across the ocean.-I'll open the door to my heliport.-You must go on!--This is your destiny.; $C6EE2E
L_C6EE2E:
--Take care.[END]"
c6ed74,"-Summers is located across the ocean.-I'll open the door to my heliport.-You must go on!--This is your destiny.; $C6EE2E
L_C6EE2E:
--Take care.[END]"
c6ee2e,"--Take care.[END]"
c6ee6f,"-Pokey took the helicopter...-I hope he's okay...c6ee94,"-(This bear won't attack you. He's stuffed!)c6eeb4,"-You finally made it here!-...I'm fine.-I believed you'd come and save me.-Mr. Monotoli isn't really a bad person.-Take some time to listen to him.[END]"
c6ef24,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6ef47,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6ef6a,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6ef8d,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6efb0,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6efd3,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[END]"
c6eff9,"-Ping!-Rattle, rattle dwourrrrr!...-Squeeeek, tweet tweet...[END]"
c6f054,"-Secret code, please.-Say your code in 10 seconds.-10[END]"
c6f0b5,"[GOTO]
...-Are you staying here tonight?-Thanks for being so generous with your tips...-...You never gave me a tip?... never mind...c6f112,"-Hey, you!...-If you meet a beautiful, seductive woman who's looking for me,-...Anyway, I don't think a woman like that would be looking for me...c6f175,"[GOTO]
-What?-Does Mr. Geldegarde Monotoli come here often?-Hello!-It could never happen!... Well, actually that's not true.c6f1d6,"-Sorry about the other day.-This sidewalk cafe isn't as profitable as it used to be.-This is just a hangout for the regulars.c6f225,"[GOTO]
-Kids shouldn't be drinking espresso!-You shouldn't be hanging around here.-What?-Mr. Monotoli's here?-You got that wrong, kid!c6f27c,"[GOTO]
[GOTO]
-There's a loud noise outside.-Must be the seventh inning stretch,-and the fans are singing -Take me out to the ballgame- at the stadium.[END]"
